pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
1,nước tương,nước,water,203,Tôm rim bơ tỏi | Cơm Chiên Gà Rau Củ,DIFFERENT,Nước tương và nước lọc là hai loại lỏng khác nhau,"20933,20946,20979,21145,21436,21481,21523,21563,21594,21633,21660,21889,22557,22830,22946,22969,23058,23109,23340,23767,23946,23974,24441,24457,25075,25378,26849,27123,27344,27819,27934,28296,28342,28535,28639,28721,29072,29165,29254,29492,29798,29823,29864,30098,30153,30167,30256,30345,30486,30504,31057,31077,31125,31155,31204,31307,31394,31455,31474,31548,31595,31645,31660,31716,31751,32091,32244,32322,32779,32850,32884,33065,33073,33154,33195,33255,33273,33431,33493,33689,33734,33930,33967,34029,34808,35270,35387,35480,35501,35512,35595,35695,35871,36815,36938,37019,37318,37381,37389,37512,37602,37634,37650,37813,38014,38086,38094,38315,38461,38618,38867,39037,39210,39238,39365,39385,39528,39551,40264,40634,40798,40804,41348,41388,42077,42149,42186,42263,42314,42436,42526,42665,42807,44709,46158,46466,46490,46549,46979,47339,47430,47501,47574,47821,47909,47917,48032,50083,51067,51112,51196,51242,51511,52871,52901,53196,53232,53550,53567,53625,53726,53815,53831,53843,54126,54302,54576,58495,60229,60892,60907,60913,60932,60998,61008,61077,61621,61652,61768,62028,62177,62185,62275,62319,62418,62441,62590,62876,62900,62925,63040,63274,63379,63486,63517,63664,63721,63765,63843,63915,63951,64100,64130"
172,tôm nhỏ,tôm thẻ loại to,shrimp,5,Canh cải con tôm thịt | Tôm thịt rang hẹ,DIFFERENT,Tôm nhỏ khác với tôm thẻ loại to,"8000,8001,10813,13109,48148"
173,nấm lộc nhung,nấm kim châm,enoki mushroom,5,Củ sen kho nấm lộc nhung (món chay) | Súp lơ xào nấm lộc nhung (món chay),DIFFERENT,Nấm lộc nhung khác hoàn toàn nấm kim châm,"8049,8630,11791,12079,15134"
174,Lòng trắng trứng,Trứng gà,Chicken Egg,5,Chả Đậu Hũ Lòng Trắng Trứng | Sandwich nhân tôm,DIFFERENT,Lòng trắng là một phần của trứng gà,"8071,10404,38299,41602,51381"
175,bánh canh,bánh chả,meat pastry,5,"Bánh canh hẹ nấu cá | Bánh canh xào nấm đùi gà, cà chua, phô mai",DIFFERENT,"Bánh canh là sợi bột, bánh chả là quà vặt","8087,8785,9719,16338,16485"
177,Rau ôm,rau má,pennywort,5,Canh chua thịt bò đậu hũ | Mì lá tươi nấu bò,DIFFERENT,Rau ôm (ngò om) khác hoàn toàn rau má,"9957,24883,35353,37358,37502"
178,nấm hải sản,mỳ hải sản,instant noodles,5,Miến om hải sản | Bạch tuộc xào nấm,DIFFERENT,"Nấm hải sản là nấm, mỳ hải sản là món ăn","10616,11243,12139,13449,16340"
179,sấu,bắp cải,cabbage,5,Cá mím nấu chua | Canh chua đầu cá hồng,DIFFERENT,"Sấu là quả chua, bắp cải là rau","10728,16109,18874,58838,63969"
180,Nước sốt,nước cốt,extract,5,Cá dìa hấp mùng tơi | Nấm chiên chay,DIFFERENT,Nước sốt gia vị khác với nước cốt (dừa/thịt),"12211,13073,14283,14657,18371"
183,Gừng hành tỏi,hành tỏi,garlic and onion,5,"Canh cá rô phi nấu nấm, cải xoong | Phi lê cá diêu hồng sốt cà chua",DIFFERENT,"Gừng hành tỏi là hỗn hợp, không chỉ hành tỏi","13975,16164,16167,16566,19483"
186,húng lủi,húng láng,spearmint,5,Salad Cá Trích Xông Khói | Rau Diếp Cuốn Phi Lê Bò Áp Chảo & Kim Chi Chấm Sốt Ssamjang Hàn Quốc,DIFFERENT,Húng lủi và húng láng là hai loại khác nhau,"19677,19789,20511,59640,59863"
188,hanh lá,lá,leaves,5,"Nấm rơm kho nước tương | Bún Bò Huế (Nạm bò, chân giò, xương bò, giò sống)",DIFFERENT,"Hành lá là rau cụ thể, lá là từ quá chung","21504,33951,36636,37712,52287"
195,cá,cá hú,pangasius fish,5,Canh rau ngót nấu cá | Cá hấp nấm,DIFFERENT,"Cá là từ chung, cá hú là loài cụ thể","22865,34490,34668,37617,41098"
196,gà,xương gà,chicken bones,5,Lẩu gà nấu nấm | Mì Quảng tôm gà trứng,DIFFERENT,Thịt gà khác với xương gà,"24013,24800,39706,39834,61707"
198,Mắm tôm,Tôm muối,Salted shrimp,5,Đọt Su Su Luộc Chấm Mắm Tôm | Đậu hũ chiên chấm mắm tôm,DIFFERENT,"Mắm tôm là mắm lên men, khác tôm muối","26979,27055,29046,32912,33025"
200,xương ống,xương gà,chicken bones,5,Mì Chũ cá chiên giòn | Bún ốc bò,DIFFERENT,Xương ống (heo) khác với xương gà,"28048,29037,29447,35340,45816"
201,cá mó,cá sòng,horse mackerel,5,Cá Mó Chiên Xả Tỏi Ớt | Cá mó chiên muối tôm (NCKD),DIFFERENT,Cá mó và cá sòng là hai loài cá khác nhau,"28416,28443,28485,28610,44478"
202,thìa cafe bột canh,Bột (chung),flour,5,Tự làm ruốc tôm ngon hơn hàng! | Canh thịt viên (món canh chung cho các loại rau củ),DIFFERENT,"Bột canh là gia vị hỗn hợp, không phải bột chung","30127,31556,40616,41174,41392"
203,Hành tím tỏi,tỏi,garlic,5,[Món Chay] Rau câu sợi xào sò điệp chay | Mực xào cà ri satế,DIFFERENT,"Hành tím tỏi là hỗn hợp, không chỉ có tỏi","33152,39157,40943,54470,63361"
204,cơm mẻ,cơm,cooked rice,5,Khế chua nấu dấm cá trắm | Giò heo giả cầy,DIFFERENT,"Cơm mẻ là gia vị lên men, không phải cơm","35085,43628,45715,60974,64053"
205,hành hoa,nước,water,5,Đậu đũa cuộn thịt | Cháo cá song (mú),DIFFERENT,"Hành hoa là rau, không phải nước","36005,37892,62654,62667,62682"
208,cần nước,cần tây,celery,4,Canh khoai tây rau cần | Canh ngót rau cần nước,DIFFERENT,Cần nước và cần tây là hai loại rau khác nhau,"6884,15322,27484,34343"
209,bắp cải trắng,cải thảo,napa cabbage,4,Thịt Heo Ngũ Vị & Salad Bắp Cải Mentaiko | SP.0950 - Thăn Heo Rim Sốt Teriyaki,DIFFERENT,Bắp cải trắng và cải thảo là hai loại cải khác,"7473,11736,17515,19241"
211,thịt má heo,hành lá,green onion,4,Cá ngừ kho củ cải khô | Cá nục tròn kho chuối xanh và củ cải khô,DIFFERENT,"Thịt má heo là thịt, hành lá là rau","8166,9592,9636,18641"
212,hành khô,hành tỏi,garlic and onion,4,Canh củ nấu cá và rau cần | Phở sắn thịt băm sấu,DIFFERENT,"Hành khô là hành tím, không bao gồm tỏi","8408,9085,9568,17015"
214,tôm,Tôm khô,Dried shrimp,4,Trứng chiên tép khô hải sản | Tôm Khô Sấy Nồi Chiên Không Dầu,DIFFERENT,Tôm tươi và tôm khô có tính chất khác nhau,"8560,18515,24205,40523"
216,thịt lợn,ức gà,chicken breast,4,Heo kho tiêu | Thịt lợn rang dứa (trái thơm),DIFFERENT,Thịt lợn và ức gà là hai loại thịt khác,"8691,10407,11420,13225"
218,bánh đa Quỳnh Côi,bánh phở,pho noodles,4,"Bánh đa Quỳnh Côi xào giò, rau cần nước | Bánh đa cá rô",DIFFERENT,Bánh đa và bánh phở làm từ bột gạo nhưng khác,"9269,16532,18824,18844"
219,tương hột,tương ớt,chili sauce,4,Cá Hú Kho Tương Hột Nấm Hương | Phi lê cá điêu hồng chưng tương,DIFFERENT,"Tương hột làm từ đậu, khác với tương ớt","9409,26192,31454,41023"
222,hành băm,hành tăm (củ nén),shallot,4,Cá dìa hấp mùng tơi | Thịt kho cơm dừa cho bé,DIFFERENT,"Hành băm là hành lá/tím, khác hành tăm (củ nén)","12214,33755,44261,45774"
224,ngò,bột ngò,coriander powder,4,Món canh bí đỏ nấu tôm eatclean | Chả cá thác lác nhồi khổ qua,DIFFERENT,"Ngò là rau tươi, bột ngò là gia vị khô","12866,13067,13552,14575"
225,tôm đất,tôm thẻ loại to,shrimp,4,Canh Cải Kale Nấu Tôm Đất | 🌿Lá bồ công anh xào tôm đất 🦐,DIFFERENT,Tôm đất và tôm thẻ là hai loài khác nhau,"12900,20526,25867,33589"
233,Tỏi ớt,ớt,chili pepper,4,Gỏi rau muống | Phi lê cá lóc chiên mắm tỏi ớt,DIFFERENT,"Tỏi ớt là hỗn hợp, không chỉ có ớt","21116,23956,38336,38418"
234,Hành lá hành tím,hành lá,green onion,4,Chả lụa kho nấm đùi gà | Mì chũ lứt với nạm bò hầm,DIFFERENT,Hỗn hợp hành lá hành tím không chỉ là hành lá,"21132,28008,30670,47016"
235,củ su hào,su su,chayote,4,Canh Củ Dền Su Hào Nấu Thịt Heo | RAU CỦ ngâm nước mắm,DIFFERENT,Su hào và su su là hai loại củ khác nhau,"21698,53679,53797,62837"
236,táo đỏ,táo,apple,4,Chè bắp nấm tuyết | Cháo hạt mix thịt gà 🍗 nấm 🍄táo đỏ,DIFFERENT,Táo đỏ khô khác với quả táo tươi thông thường,"21804,26663,45867,60856"
240,tôm càng,tôm thẻ loại to,shrimp,4,Hủ tiếu trộn khô với tôm càng | Gỏi khoai môn TÔM càng,DIFFERENT,Tôm càng và tôm thẻ là hai loài cá biệt,"22733,23074,32105,34432"
242,bắp chuối bào,chuối,banana,4,Bún bò gân chả bì đơn giản | Gỏi hoa chuối tôm thịt,DIFFERENT,"Bắp chuối là hoa chuối, không phải quả chuối","23359,23366,23377,30047"
244,dầu mè đen,Mè (Vừng),sesame seeds,4,SP.0809 - Chén Thịt Hấp Trứng Gà | Cải thìa xào nấm hương,DIFFERENT,"Dầu mè là chất lỏng, mè (vừng) là hạt","24182,33368,33697,38973"
246,cá điêu hồng kg,cá hồng,snapper,4,Phi Lê Cá Điêu Hồng Chiên Giòn Chấm Mắm Ngò | Phi lê cá điêu hồng chưng tương,DIFFERENT,Cá điêu hồng và cá hồng là hai loài khác,"25341,26189,44323,61672"
247,Xương heo,thịt heo,pork,4,Món rau cải nấu với xương heo | Canh bóng bì rau củ,DIFFERENT,Xương heo và thịt heo có mục đích nấu khác,"26069,26122,31188,40773"
249,nước màu hàng,nước,water,4,Cá Bò Ngừ Kho Heo Quay | Cá Liệt Lợ Kho Tiêu,DIFFERENT,"Nước màu là caramen, không phải nước lọc","26256,26368,26553,46863"
250,mắm tỏi ớt,ớt,chili pepper,4,Cá Hố Chiên Xoài Bằm | Gỏi Bao Tử Heo,DIFFERENT,"Mắm tỏi ớt là nước chấm, không chỉ là ớt","26483,26578,38734,63151"
251,quất,quả việt quất,blueberry,4,"Salad Thịt Bằm Trứng | Nộm thịt heo, giá đỗ, rau răm",DIFFERENT,Quất (tắc) khác hoàn toàn quả việt quất,"26530,29235,35128,61779"
252,ường cát,cá hường,snapper,4,Đọt Su Su Luộc Chấm Mắm Tôm | Gỏi xơ mít trộn tôm và tai heo,DIFFERENT,"Đường cát là gia vị, cá hường là cá","26980,29117,31650,46944"
256,thìa cafe dầu mè đen,Mè (Vừng),sesame seeds,4,"Nấm đùi gà áp chảo (ngày 3) | Cháo nấm chay thơm ngon, mát bổ (ngày 1)",DIFFERENT,"Dầu mè đen là tinh dầu, không phải hạt mè","27816,27895,33540,45502"
258,đầu hành,nấm mèo,wood ear mushroom,4,🌱 Canh Nấm Mỡ Đậu Hủ Lá É (Vegan) | Cá kho rau răm (vị hơi nhạt),DIFFERENT,Đầu hành và nấm mèo hoàn toàn khác nhau,"28371,29914,31206,64440"
259,Lá dứa,dứa,pineapple,4,Xôi vò thịt xá xíu | Chè táo đỏ nấm tuyết hạt sen mộc nhĩ phổ tai,DIFFERENT,Lá dứa và quả dứa (thơm) khác nhau hoàn toàn,"29805,29969,37411,46067"
260,nước hàng,nước,water,4,Cá kho dưa | Cá kìm kho gừng,DIFFERENT,Nước hàng (caramen) khác với nước thường,"30037,31246,32572,59455"
264,táo tàu,táo,apple,4,Canh Gà Hầm Nấm | Lẩu nấm thập cẩm,DIFFERENT,"Táo tàu là loại khô, khác táo tươi","31458,34577,44644,62256"
268,Bánh tráng gạo,gạo,rice,4,Cuốn Bún Đậu Hủ Chấm Mắm Tôm | Gỏi Cuốn Ức Gà & Rau Củ Ngũ Sắc,DIFFERENT,"Bánh tráng gạo đã qua chế biến, không phải gạo","33019,36773,38550,38560"
272,nươc côt dưa,dưa,pickles,4,Bánh Trung Thu Rau Câu Nhân Flan | Xôi lá cẩm thịt xá xíu,DIFFERENT,Nước cốt dừa khác với quả dưa (melon/cucumber),"35144,35887,37556,46745"
274,Hành tỏi khô,tỏi,garlic,4,Ba chỉ rim đậu hũ | Cá phèn kho,DIFFERENT,"Hành tỏi khô gồm cả hành, không chỉ tỏi","41243,42725,43252,45661"
276,mắm ruốc Huế,nước mắm,fish sauce,4,Thịt kho ruốc sả | Cơm gạo lứt thịt rang mắm ruốc,DIFFERENT,Mắm ruốc và nước mắm là hai loại khác biệt,"44537,52839,54084,54509"
277,Dầu thực vật,dầu bơ,Avocado oil,4,Nui Xào Tôm Súp Lơ | Cua Lột Chiên Bột,DIFFERENT,"Dầu thực vật chung chung, không nhất thiết là dầu bơ","50967,52595,53006,58436"
278,Hành khô,hành lá,green onion,4,"Bagels Bacon, Trứng, Phô Mai và Tôm | Cá trắm kho trám",DIFFERENT,Hành khô (tím) khác với hành lá,"51762,52009,52555,59571"
280,tương đen,nước tương,Soy sauce,4,"Mì trộn rau củ | Sườn bò, bò viên hầm ăn với bánh mì",DIFFERENT,Tương đen và nước tương là hai loại khác,"52007,58943,63740,64342"
281,rau húng lủi,húng láng,spearmint,4,Gỏi Đu Đủ Xanh Tôm Thịt | Gỏi nấm bào ngư chay,DIFFERENT,Húng lủi và húng láng là hai loại húng khác,"58203,58687,58938,61025"
284,mắm tỏi ớt,hành tỏi ớt,garlic chili mix,3,Gỏi Rau Má Tôm Đất | Gỏi Thịt Bò Hoa Chuối,DIFFERENT,"Mắm tỏi ớt là nước chấm, không phải nguyên liệu thô","6055,6236,12484"
287,ớt xanh đỏ,ớt xanh,green chili,3,Cá Chim Hấp Nước Tương Kiểu Hongkong | Đậu hũ và tàu hũ ky cuộn rim sả ớt (món chay),DIFFERENT,"Ớt xanh đỏ gồm cả ớt đỏ, không chỉ xanh","6431,9129,10670"
288,Bắp non,bắp ngọt,sweet corn,3,Rau Củ Xào Ngũ Sắc | Bông cải baby xào bắp non & nấm hầu thủ,DIFFERENT,Bắp non và bắp ngọt là hai giai đoạn/loại khác,"6465,8805,59565"
291,lát gừng,lá gừng,ginger leaves,3,Cá thu chiên không tanh | Óc Heo Chiên Trứng,DIFFERENT,"Lát gừng là củ, lá gừng là lá","6898,10427,20067"
294,Thính gạo,bột gạo,rice flour,3,Chạo nấm chay | Da heo luộc trộn thính,DIFFERENT,"Thính gạo là gạo rang xay, khác bột gạo sống","7266,9391,10482"
299,măng tươi,mồng tơi,malabar spinach,3,Thịt gà xào măng | Canh Giò Heo Nấu Măng,DIFFERENT,Măng tươi và mồng tơi là hai loại khác nhau,"8028,18086,18134"
301,Nước đá,nước,water,3,Rau muống ngâm chua | Bí quyết để có GAN heo mềm ngon,DIFFERENT,Nước đá và nước thường khác nhau về trạng thái,"8281,16474,31836"
304,hành phi,hành lá,green onion,3,Rau càng cua sốt dầu giấm | Bánh Tráng Cuốn Đậu Hủ Muối Tôm Hành Phi,DIFFERENT,"Hành phi làm từ hành củ, không phải hành lá","8838,17294,52469"
305,ớt xay,ớt xanh,green chili,3,Bún BÒ xào Nam bộ | Đậu Hũ Lắc Sa Tế Chay,DIFFERENT,"Ớt xay thường là ớt đỏ, không phải ớt xanh","9225,12794,19321"
310,dầu dừa,dừa,coconut,3,Pancake rau bina | Đậu hũ chấm mắm tôm với lá tía tô và kinh giới,DIFFERENT,"Dầu dừa là chất béo chiết xuất, không phải dừa quả","10726,33080,47676"
316,Hành phi,hành tỏi,garlic and onion,3,Bún Riêu Cua Bắp Bò | Gỏi Rau Tiến Vua Chả Lụa,DIFFERENT,"Hành phi từ hành củ, không phải hành tỏi hỗn hợp","12433,52422,52641"
318,mắm tỏi ớt,nước mắm,fish sauce,3,Gỏi Sứa Rau Muống | Cá Hố Chiên Xoài Bằm Mắm Tỏi Ớt,DIFFERENT,"Mắm tỏi ớt là nước chấm pha, không phải nước mắm nguyên chất","12917,18786,37628"
322,vừng,dầu vừng,sesame oil,3,Thịt chiên vừng | Thịt xay rim cà chua,DIFFERENT,"Vừng là hạt, dầu vừng là chất béo chiết xuất","14798,14799,40808"
323,bơ đậu phộng,đậu phộng,peanut,3,SP.0912 - Ba Rọi Heo Hồng Xíu | Bò Bía Chay,DIFFERENT,Bơ đậu phộng là sản phẩm chế biến từ đậu phộng,"14885,32600,47556"
325,dầu hạt lanh,dầu hạt nho,grapeseed oil,3,"Salad Rau Diếp Xoăn, Bắp Cải Tím & Ức Gà Áp Chảo | Cá Đuối Luộc Súp Bouillon Kèm Đậu Hà Lan Cà Rốt",DIFFERENT,Hạt lanh và hạt nho là hai loại khác nhau,"16087,19559,19669"
326,Nước hầm xương,nước,water,3,Bánh canh chả cá | SP.0750 - Mực Nhúng Giấm,DIFFERENT,"Nước hầm xương chứa đạm, khác nước lọc thường","16484,30306,47166"
327,Tỏi ớt,tỏi,garlic,3,Cơm thịt khìa (kiểu cơm tấm Long Xuyên) | Cá cơm than hấp cuốn bánh tráng,DIFFERENT,"Tỏi ớt là hỗn hợp, không chỉ có tỏi","16572,19847,20924"
335,lá kim,lá,leaves,3,Rau giá trộn lá kim | Lá kim cuốn đậu phụ rim,DIFFERENT,"Lá kim là rong biển, không phải lá nói chung","21247,21434,30255"
336,mè,rau mè,perilla leaves,3,Salad thanh cua dưa leo lạnh | Thịt heo normandy và phô mai,DIFFERENT,"Mè là hạt, rau mè (lá mè) là rau","21394,41064,63744"
337,dầu Olive,ô liu,olive,3,Trứng Chiên Dưa Leo Tôm Áp Chảo | Nấm Mỡ Sốt Bơ Tỏi,DIFFERENT,"Dầu olive là chất béo, ô liu là quả","21478,34705,61234"
339,cá hồng,cá diêu hồng,tilapia,3,Cá Hồng một nắng sốt chua ngọt | Bún cá hồng chấm,DIFFERENT,Cá hồng và cá diêu hồng là hai loài khác nhau,"21856,27773,27832"
341,phô mai con bò cười,thịt bò,beef,3,"Soup nấm, bí đỏ, phô mai | Hàu Nướng Phô Mai Con Bò Cười",DIFFERENT,Phô mai và thịt bò hoàn toàn khác nhau,"22177,28942,42719"
342,cá cam,cam,orange,3,Cá cam kho tộ | Mì lá cuốn cá cam nướng,DIFFERENT,"Cá cam là loài cá, cam là trái cây","22355,25057,41432"
345,rau củ hỗn hợp,rau sống,fresh herbs,3,Nem bơ hải sản | SP.0796 - Súp Tóc Tiên Thịt Viên,DIFFERENT,Rau củ hỗn hợp khác với rau sống,"22791,25458,26169"
347,Mắm ruốc Huế,nước mắm,fish sauce,3,Bún bò gân chả bì đơn giản | Bánh canh cá lóc Huế,DIFFERENT,"Mắm ruốc làm từ con khuyết, khác nước mắm","23362,28482,32302"
348,Nghệ tươi hoặc bột nghệ,Bột (chung),flour,3,Cá trê biển nấu hoa chuối | Đậu hũ xào nghệ lá lốt,DIFFERENT,Nghệ không phải là loại bột chung chung,"23536,53390,61702"
350,thanh cua,cua,crab,3,"Súp tóc tiên óc heo,thanh cua và tôm | Snack thanh cua",DIFFERENT,"Thanh cua là giả cua, không phải cua thật","24175,35105,40950"
351,bột rau câu dẻo,Bột (chung),flour,3,Rau câu cá chép | Rau câu nhãn kỹ tử,DIFFERENT,Bột rau câu là loại bột đặc thù,"24281,27974,37405"
353,bánh đa,bánh tráng,rice paper,3,Mì Quảng tôm trứng | Mì Quảng tôm cua nấu bằng mì Chũ,DIFFERENT,Bánh đa nướng khác hoàn toàn bánh tráng mềm,"24895,28071,63374"
356,Xương ống,xương gà,chicken bones,3,Lẩu riêu cua lông/ cà ra | Bún tôm Quảng Ninh,DIFFERENT,Xương ống (thường là heo/bò) khác xương gà,"25207,29764,36403"
361,lá cà ri,lá,leaves,3,Bún hải sản chua ngọt thanh nhẹ | Bánh mì ciabatta kẹp tôm,DIFFERENT,Lá cà ri là loại lá gia vị cụ thể,"25777,43051,61813"
366,mắm tép,tép,small shrimp,3,Thịt chưng mắm tép | Mắm tép chưng thịt,DIFFERENT,Mắm tép là sản phẩm lên men từ tép,"26638,43513,46519"
369,gao,nghêu,clam,3,Cháo tim heo hạt sen | Cháo chân bò hầm đậu xanh,DIFFERENT,Gạo (viết thiếu dấu) khác hoàn toàn nghêu,"27385,31768,39695"
370,nước tương tamari,nước,water,3,Bông Tỏi Ba Góc Xào Bò Bằm | Salad Cá Trích Xông Khói,DIFFERENT,"Nước tương Tamari là gia vị, không phải nước lọc","27859,50877,51038"
371,Hành hoa hành khô,nước,water,3,Đậu non sốt nấm hành (món chay) | Đậu hũ xào mướp đắng,DIFFERENT,"Hành hoa hành khô là gia vị, không phải nước","28188,35392,39221"
372,Nước tương Nhật,nước,water,3,Sushi Gan Cá Monkfish | Sushi Cơm Cuộn Bọc Trứng Cá Chuồn,DIFFERENT,"Nước tương Nhật là gia vị, không phải nước lọc","28630,28887,37426"
373,Mắm cá cơm,cơm,cooked rice,3,CÁ TAI TƯỢNG chiên xù | Cá lóc nướng sa tế,DIFFERENT,Mắm cá cơm khác hoàn toàn cơm,"28954,41767,45032"
374,hành tỏi băm nhỏ,tỏi,garlic,3,Ba Rọi Kho Quẹt Rau Luộc | Râu mực sốt me,DIFFERENT,"Hành tỏi là hỗn hợp, không chỉ có tỏi","28974,38662,62540"
377,Bột mì,Bột (chung),flour,3,Bún cá lóc nấu dễ - nhanh - ngon | Cá Viên Chiên Từ Mì Gói,DIFFERENT,Bột mì là loại bột ngũ cốc đặc thù,"29282,44961,46770"
378,cá cơm than,cơm,cooked rice,3,Cá cơm than nhúng dấm | Cá cơm kho cay,DIFFERENT,"Cá cơm than là cá, không phải cơm","29370,30588,35334"
379,bột nếp,Bột (chung),flour,3,"Bánh nếp nhân thịt | Bánh ít Trần nhân đậu xanh, thịt băm",DIFFERENT,Bột nếp là loại bột từ gạo nếp,"29872,36852,63711"
384,hẹ lá,lá,leaves,3,Bánh hỏi thịt nướng | Bún nghệ xào LÒNG HEO,DIFFERENT,"Hẹ lá là rau gia vị, không phải lá chung","30554,51500,53244"
386,Cá ngừ,hộp cá ngừ,canned tuna,3,Cá ngừ đại dương áp chảo | Cơm chộn rong biển nhân cá ngừ,DIFFERENT,Cá ngừ tươi khác với cá ngừ đóng hộp,"31550,37206,61266"
387,Nước cốt dừa,nước dừa,coconut water,3,Thạch rau câu sợi lá dứa – cốt dừa – café | Cá hồi sốt chanh dừa,DIFFERENT,Nước cốt dừa béo hơn nhiều so với nước dừa,"31651,36069,38533"
