pattern_id,raw_name,wrong_name,wrong_en,row_count,dish_examples,verdict,reason,row_ids
5,hành,hành lá,green onion,79,Thịt bắp giò (đùi heo) nấu giả cầy | Cá chim kho cà chua,SAME,Hành trong món giả cầy thường là hành lá,"6627,8288,8636,8653,8863,9844,10335,10359,10729,10933,10991,11225,12828,12920,13056,13720,13941,14095,14415,15035,15756,16187,16770,17435,17437,17513,19176,19303,19454,21991,22361,22567,26700,27213,28783,29007,30193,31146,31232,32175,32799,33218,33331,33452,33512,33799,33804,34446,34650,34656,35225,35317,35789,36012,36202,36405,36836,36941,37297,37433,38118,38381,38468,38687,39060,39248,39488,40098,41334,42191,42376,43095,45343,45826,46073,46157,46173,46394,48053"
261,sốt mayonaise,sốt,sauce,4,Cơm Viên Cá Ngừ Phô Mai | Dưa Leo Kẹp Cá Ngừ,SAME,Mayonaise là một loại sốt,"30140,34009,36348,41816"
262,Hành củ,Hành,Scallion,4,Canh cá khoai nấu thơm cà | Thịt Ngan Om Sấu,SAME,Hành củ thuộc nhóm hành,"30334,31891,35364,46704"
263,sườn bò,thịt bò,beef,4,"Sườn bò, bò viên hầm ăn với bánh mì | Sườn Bò Hầm Đậu Ngự",SAME,Sườn bò thuộc nhóm thịt bò,"30820,36604,37945,40356"
265,củ hành,Hành,Scallion,4,Cải thìa sốt nấm mèo | Thịt bò xào ớt chuông,SAME,Củ hành thuộc nhóm hành,"31657,38210,60683,64176"
266,súp lơ xanh,bông cải,broccoli,4,Cơm nắm cá cơm | Thịt Bò Xào Súp Lơ Xanh,SAME,Súp lơ xanh còn gọi là bông cải xanh,"32013,32749,62122,64279"
267,bột rau câu giòn,Bột (chung),flour,4,RAU CÂU lá dứa-sữa dừa-cà phê | Thạch rau câu sợi thanh long đỏ,SAME,Bột rau câu thuộc nhóm bột chung,"32292,32943,34983,60917"
269,Rau củ ăn kèm,rau sống,fresh herbs,4,Sandwich kẹp xúc xích phômai rau củ | Cơm bento: Ông Noel vui tính (Lườn cá hồi rim nước tương),SAME,Rau củ ăn kèm tương đương rau sống,"33621,36042,37994,47901"
270,xương bò,thịt bò,beef,4,Bún Bò Huế(Xương Bò) | Lẩu Bò (Bò Nạm & Xương),SAME,Xương bò thuộc nhóm thịt bò,"34182,44764,45967,63621"
271,lá xà lách,lá,leaves,4,Tôm rang muối ớt | 🌱 Bún Tàu Trộn Nấm Xào Giá Chay (Vegan),SAME,Xà lách là một loại lá (rau),"34746,37420,41119,63944"
273,lá ngò rí,lá,leaves,4,Canh Bông Cải Xanh Nấu Tôm | Nấm Mối Kho Sả Ớt,SAME,Lá ngò rí là một phần của rau ngò,"37086,37697,38760,38785"
275,bột rau câu con cá dẻo,Bột (chung),flour,4,Rau câu khoai lang tím | Rau câu sữa bắp lá dứa,SAME,Bột rau câu thuộc nhóm bột chung,"43348,44121,53922,63125"
279,n kèm,rau sống,fresh herbs,4,Cá hồi nướng nồi chiên không dầu | Ramen thịt heo đơn giản,SAME,Đồ ăn kèm (n kèm) thường là rau sống,"51895,53248,54328,61491"
282,muối tôm,Tôm muối,Salted shrimp,4,Bánh Tráng Trộn Muối Tôm Đơn Giản | Khế lắc muối tôm,SAME,Muối tôm là dạng muối tôm khô,"64960,65079,65108,65124"
283,tỏi băm,tỏi,garlic,3,Bánh hỏi thịt heo | Heo quay kho cà chua,SAME,Tỏi băm được làm từ tỏi,"6004,8460,14162"
285,Nấm đông cô khô,nấm hương,shiitake mushroom,3,Gà xào nấm cải thìa | Nấm đông cô kho gừng,SAME,Nấm đông cô và nấm hương là một,"6395,14889,62398"
286,Dầu mè,dầu vừng,sesame oil,3,Gà xào nấm cải thìa | Súp Sò Điệp Bong Bóng Cá,SAME,Dầu mè và dầu vừng là một,"6408,9042,15793"
289,bột bánh xèo,Bột làm bánh,flour,3,Bánh tôm chiên khoai lang | Bánh khọt nhân tôm thịt,SAME,Bột bánh xèo là một loại bột làm bánh,"6483,8147,8958"
292,ngỗ,rau om,rice paddy herb,3,Canh Thịt Bò Nấu Cải Chua | Canh Chua Giá Đỗ Nấm Kim Châm,SAME,Ngổ và rau om là một (sai chính tả),"7119,11343,13553"
293,đầu hành,hành lá,green onion,3,Canh bí xanh nấu rong biển tôm khô | Canh cà chua nấu mực,SAME,Đầu hành là một phần của hành lá,"7207,7635,10904"
295,thịt rang,thịt heo,pork,3,"Chả cá, thịt và tóp mỡ sốt cà | Dưa leo cà rốt xào thịt",SAME,Thịt rang được chế biến từ thịt heo,"7613,7816,18221"
297,chanh vàng,chanh,lime,3,"Sinh Tố Dưa Leo Táo Xanh & Rau Chân Vịt Detox | Salad Trộn Trứng Luộc, Cá Cơm Muối & Nụ Bạch Hoa",SAME,Chanh vàng là một loại chanh,"7951,18897,40769"
300,lá é,lá,leaves,3,"Lẩu nấm lá é | Cà Pháo, Cà Đắng Giã Cá Khô",SAME,Lá é thuộc nhóm các loại lá gia vị,"8240,11103,28314"
302,t tươi,ớt,chili pepper,3,Măng Xào Hành Tây Rau Răm Chay | Rau tần ô trộn,SAME,T tươi là viết tắt của ớt tươi,"8347,59193,59393"
303,dầu hào chay,dầu hào,oyster sauce,3,Súp lơ xào nấm lộc nhung (món chay) | Nấm Và Bông Cải Sốt Tóc Tiên Chay,SAME,Dầu hào chay là một loại dầu hào,"8631,15795,32661"
306,mộc nhĩ,nấm mèo,wood ear mushroom,3,"Cải bắp cuộn tôm, thịt | Bánh đa tôm, mọc, chả cá",SAME,Mộc nhĩ và nấm mèo là một,"9615,12993,18218"
307,t hiểm,ớt hiểm,bird chili,3,Cá bông lau kho sốt tiêu | Mực Hấp Cuốn Bánh Tráng,SAME,T hiểm là viết tắt của ớt hiểm,"9867,11755,25955"
308,bí đao,bí xanh,winter melon,3,Canh bí đao nấu cùng thịt xay | Canh bí đao nấu giò heo,SAME,Bí đao và bí xanh là một,"10194,21022,21303"
309,nước sôi,nước,water,3,Cá Bạc Má Kho Hành Tăm | Cá Nục Hấp Kho Cà Bằng Nồi Áp Suất,SAME,Nước sôi là nước ở nhiệt độ cao,"10694,32741,37468"
311,Trứng,Trứng gà,Chicken Egg,3,Mì Udon trộn Kim chi thịt băm🍜 | Thịt ba chỉ chiên giòn,SAME,Trứng trong món mì thường mặc định là trứng gà,"10878,27529,47071"
312,thịt nạc vai heo,thịt nạc dăm,pork shoulder,3,Thịt heo nướng mắm ruốc | SP.0924 - Thịt Vai Heo Xào Cải Thìa,SAME,Thịt nạc vai heo và nạc dăm là một loại,"10882,12936,14746"
313,nấm linh chi nâu,nấm linh chi,lingzhi mushroom,3,Canh cải thảo nấu nấm | Canh rau muống thịt bò,SAME,Nấm linh chi nâu là một loại nấm linh chi,"10886,18093,29487"
314,Hành lá hành củ gia vị,hành lá,green onion,3,"Mì udon nấu cà chua, ớt chuông, nấm kim châm | Nấm sò yến nấu cà chua, trứng",SAME,Chứa hành lá trong mô tả raw,"11396,17299,19174"
315,thịt,thịt heo,pork,3,Khoai Tây Xào Thịt Ngẫu Hứng | Đậu làng Mơ rim thịt băm,SAME,Thịt trong món Việt thường mặc định là thịt heo,"12376,17368,17782"
317,thịt bò bằm,Thịt băm,Minced pork,3,"Rau Tiến Vua Xào Thịt Bò Bằm | Canh thịt bò bằm nấu nấm hương tươi, khoai tây, cà rốt",SAME,Thịt bò bằm là một loại thịt băm,"12448,14074,20422"
319,sò gấc,sò,clam,3,Cháo sò gấc nấm 🍄‍🟫 rong biển | Cháo hạt mix sò gấc rau ngót 🌿 phô mai 🧀,SAME,Sò gấc là một loại sò,"13635,26665,27089"
320,rượu vang trắng,rượu,cooking wine,3,"Cánh Gà Nấu Rượu Vang, Sốt Cà Chua Và Rau Củ | Tôm Xanh Hấp Rượu Vang Trắng",SAME,Rượu vang trắng là một loại rượu,"14158,43006,47306"
321,rau húng quế,rau húng chó,mint,3,Phở Sườn Bò | Thịt xay chả cá rang mắm ruốc,SAME,Húng quế và húng chó là một ở miền Bắc,"14661,15004,25932"
324,cua lột,cua,crab,3,Cua Lột Chiên Bột | Cua lột chiên xù,SAME,Cua lột là cua đang trong kỳ thay vỏ,"15672,27404,27462"
328,nươc côt dưa,sữa dừa,coconut milk,3,"Bánh xèo tôm thịt,nấm bào ngư ăn kèm rau cải xanh và rau sống | Chè trôi nước 4 màu tự nhiên từ rau củ quả",SAME,Nước cốt dừa và sữa dừa là một,"17950,43818,44605"
329,chuối xanh,chuối,banana,3,Thịt nhồi chuối xanh | Cá kho chuối xanh,SAME,Chuối xanh là một trạng thái của quả chuối,"18034,25601,36845"
330,đậu chiên,đậu hũ,tofu,3,Rau củ xào chay | Bún chả cá thìa là,SAME,Đậu chiên được làm từ đậu hũ,"18355,23931,53184"
331,củ hành khô,hành tím,shallot,3,Thịt băm xào ngô ngọt | Pizza thịt băm xúc xích ngô ngọt,SAME,Củ hành khô thường chỉ hành tím ở Việt Nam,"19030,19943,19948"
332,bắp cải tím,bắp cải,cabbage,3,"Bắp cải tím xào thịt heo | Gỏi chay : bắp cải tím, nấm đùi gà, đậu hũ",SAME,Bắp cải tím là một loại bắp cải,"19032,22165,27242"
333,mực nang,mực,squid,3,Mực nang xào cần tây | Mực nang xào dưa cải,SAME,Mực nang là một loại mực,"20431,25755,64973"
334,khóm tỏi,tỏi,garlic,3,"Hải sản Phú Quý hấp: mực ống, cua gạo, cua mặt trăng và nhum tươi | Vào bếp cùng con: gỏi đu đủ Thái không tôm, không cay",SAME,Tên địa phương hoặc lỗi viết của khóm tỏi,"20869,44954,45591"
338,bột ớt Hàn Quốc,ớt,chili pepper,3,Thịt ba rọi 1 nắng áp chảo | Nấm Rơm Kho Tiêu Xanh,SAME,Bột ớt là ớt được xay mịn,"21810,42479,44140"
340,phomai,Bột phô mai,cheese powder,3,Thịt bò viên nướng phomai bằng nckd | Steak bò sốt phomai,SAME,Phomai dạng bột thường dùng cho món nướng,"21950,22017,41978"
343,hành tây tím,hành tím,shallot,3,Mực Xào Thập Cẩm | Salad Thịt Bằm Trứng,SAME,Hành tây tím thường được gọi chung là hành tím,"22693,26524,46538"
344,mỡ heo,thịt heo,pork,3,Mực nang xào tóp mỡ | Bánh hỏi thịt nướng,SAME,Mỡ heo là một phần của thịt heo,"22719,30542,64575"
346,tôm lột,tôm thẻ loại to,shrimp,3,Cơm bento: Gấu koala hồng đáng yêu (Đậu hũ xào tôm nấm) | Bún Nưa Nấu Tôm & Rong Biển,SAME,Tôm lột thường là tôm thẻ to,"23178,25673,45332"
349,tôm lột vỏ,tôm thẻ loại to,shrimp,3,Tôm thịt rim cà chua | Cháo nấm mối đen,SAME,Tôm lột vỏ thường là tôm thẻ to,"23749,26179,32606"
352,Cần tàu,cần tây,celery,3,Mực Xào Nấm Rau Củ | Cá Đổng Nấu Ngót,SAME,Cần tàu còn được gọi là cần tây,"24573,26085,32628"
354,dọc mùng bạc hà,bạc hà,mint,3,Bún cá lóc | Canh Chua Cá Mú,SAME,Dọc mùng miền Nam gọi là bạc hà,"25016,44070,45070"
355,rau câu,bột rau câu,agar powder,3,Sữa chua granola và rau câu cam | Rau câu táo,SAME,Rau câu nấu từ bột rau câu,"25032,25108,25110"
357,trứng,Trứng gà,Chicken Egg,3,Vetula: Nui lứt xào trứng ăn với chả mực và rau củ luộc | Hoành thánh tôm thịt,SAME,Trứng trong món xào thường là trứng gà,"25259,29101,38744"
358,mì soba,mì,noodles,3,Mì soba nấu bò nấm | Mì Soba nấu tôm thịt,SAME,Mì soba là một loại mì,"25393,25464,41069"
359,củ cải trắng,củ cải,radish,3,"Xương heo hầm khoai tây, dền, cà rốt, củ cải trắng | Củ cải trắng hấp thịt",SAME,Củ cải trắng là một loại củ cải,"25498,36508,40893"
360,khoai lang tím,khoai lang,sweet potato,3,Súp thịt gà khoai lang tím đậu hũ non | Cháo thịt heo khoai lang tím 🍠,SAME,Khoai lang tím là một loại khoai lang,"25567,25893,47352"
362,xương đuôi heo,thịt heo,pork,3,Canh Củ Sen Hầm Đuôi Heo | Hủ Tíu Mực,SAME,Xương đuôi là một phần của thịt heo,"26449,32621,40391"
363,cá giò,Cá bớp,Cobia,3,Canh Cá Giò Nấu Lá Me Non | Canh Cá Giò Nấu Lá Giang,SAME,Cá giò là tên gọi khác của cá bớp,"26514,26993,46167"
364,bao tử heo,thịt heo,pork,3,Gỏi Bao Tử Heo | Bao tử heo xào rau cải bẹ non,SAME,Bao tử heo là bộ phận của heo,"26574,38620,38658"
367,măng chua,măng,bamboo shoots,3,Canh cá thác lác nấu măng chua | Lẩu cá bớp măng chua,SAME,Măng chua là măng được muối chua,"26834,30041,37354"
368,qua tim heo,thịt heo,pork,3,Cháo tim heo hạt sen | Tim heo xào đậu cô ve,SAME,Tim heo là một bộ phận của heo,"27382,41090,41237"
376,rau húng,rau húng chó,mint,3,Hoa chuối trộn tôm thịt | Gỏi đu đủ khô bò,SAME,Rau húng ở VN thường chỉ húng chó/quế,"29191,38415,39348"
380,Bánh canh,bánh,cake,3,"Bánh canh chả cá, thịt bằm | Bánh canh chân nấm củ cải khô",SAME,Bánh canh là một loại bánh (sợi),"30155,41634,47517"
381,ồ ăn kèm,rau sống,fresh herbs,3,Cá diêu hồng chiên giòn chấm mắm nêm cá cơm | Bún Riêu Nấu Nấm Đông Trùng Hạ Thảo,SAME,Đồ ăn kèm gỏi/chiên thường là rau sống,"30217,35714,38386"
382,Ngò thơm,Hành ngò,mixed herbs,3,Canh Cà Chua Trứng Nấm Chả Cua🍥🍅 | Bún Sườn Non Dọc Mùng Nấm Me,SAME,Ngò thơm nằm trong nhóm hành ngò,"30429,38292,40871"
383,bánh hỏi,bánh,cake,3,Bánh hỏi thịt nướng | Bánh hỏi - bò nướng,SAME,Bánh hỏi là một loại bánh làm từ bột gạo,"30553,39196,48048"
385,Bí đao,bí xanh,winter melon,3,Cháo ếch bí đao | Canh sườn rau quả,SAME,Bí đao còn gọi là bí xanh,"31379,35192,48170"
388,Hạt sen,sen,lotus,3,Cháo ếch hạt sen | Cháo sườn hạt sen nấm 🍲,SAME,Hạt sen từ cây sen,"31664,34212,35812"
389,Cá,cá hú,pangasius fish,3,Cá sốt | Cá chiên xù,SAME,Cá hú là một loài cá cụ thể,"31686,34396,45234"
390,Dâu ăn,dầu ăn,Vegetable Oil,3,Mực ống xào mướp và nấm bào ngư | Cá kình kho lạt(kho mẵn),SAME,Dâu ăn là lỗi chính tả của dầu ăn,"31762,32718,39603"
391,tắc,nước tắc,kumquat juice,3,Tai heo ngâm cóc non | Gỏi ổi khô mực,SAME,Tắc dùng lấy nước cốt để ngâm,"32236,36219,46541"
392,bột ớt,ớt,chili pepper,3,"Thịt chiên bột | Pizza Đế Mỏng Với Sốt Cà Homemade, Nấm, & Thịt Nguội",SAME,Bột ớt là ớt xay khô,"32689,41374,60886"
393,Rau húng quế,quế,Cinnamon,3,Cuốn Bún Đậu Hủ Chấm Mắm Tôm | Bò Bía,SAME,Rau húng quế gọi tắt là quế,"33024,36017,37421"
401,Sốt sữa chua,sốt,sauce,3,Salad cá hồi sốt sữa chua dễ không tưởng | Salad Rau Diếp Xoăn Trắng (Endive) Táo & Thịt Nguội,SAME,Sốt sữa chua là một loại sốt nói chung,"37789,39550,40681"
405,tôm càng,tôm,shrimp,3,Mì Quảng tôm càng | Tôm càng sốt phomai,SAME,Tôm càng là một loại tôm,"41110,41528,41976"
406,Lá mắc mật,thảo mộc,herbs,3,Thịt chim nướng lá mắc mật | Thịt rang lá mắc mật,SAME,Lá mắc mật là một loại thảo mộc,"42111,43212,45240"
407,Sốt mè rang,sốt,sauce,3,Salad rau củ | Salad ớt chuông rau mầm,SAME,Sốt mè rang là một loại sốt,"43856,50071,54000"
408,đậu hũ trứng,đậu hũ,tofu,3,Đậu hũ trứng sốt rau củ | Món cho bé : Đậu hũ trứng sốt thịt,SAME,Đậu hũ trứng là một loại đậu hũ,"43917,45641,64326"
411,muôi,gia vị,seasoning,3,Thịt kho trứng cút và đậu hủ | Gỏi nấm bào ngư chay,SAME,Muối là một loại gia vị (viết sai chính tả),"48880,49173,49413"
412,miêng đâu hu,đậu hũ,tofu,3,Bún đậu hủ nước tương | Bún riêu cua tóp mỡ,SAME,Miếng đậu hũ chính là đậu hũ,"49476,50747,52502"
414,t xay,Thịt băm,Minced pork,3,Bò Bía Chay | Bún Riêu Cua Bắp Bò,SAME,T xay (thịt xay) tương đương thịt băm,"49807,50180,52171"
416,ầu hành,hành lá,green onion,3,Cá ngừ kho thơm cà chua | Cá điêu hồng kho dầu hào,SAME,Đầu hành là một phần của hành lá,"51718,51763,60501"
417,Dùng kèm,rau sống,fresh herbs,3,Cuốn Maki Bơ & Cá Ngừ | Sushi Cơm Cuộn Bọc Trứng Cá Chuồn,SAME,Dùng kèm trong maki/cuốn thường là rau sống,"57214,59398,59483"
419,cá dò,cá dìa,rabbitfish,2,Cá dò nấu ngọt | Cháo CÁ DÒ,SAME,Cá dò và cá dìa là cùng một loài,"6032,22530"
421,heo rừng,thịt heo,pork,2,Heo Rừng Rang Lá Lốt | Mực nướng sa tế - heo rừng nướng chao,SAME,Heo rừng là một loại thịt heo,"6138,42138"
422,Lòng đỏ trứng,Trứng gà,Chicken Egg,2,"Mì Ý Xốt Kem Cheese với Bacon, Nấm Mối và Bông Cải Xanh | Bánh mì sandwich bọc rau củ",SAME,Lòng đỏ trứng thuộc về trứng gà,"6635,30580"
424,Bột bắp,bột ngô,cornstarch,2,Thịt Bò Xào Su Hào | Ba chỉ sốt tắc (heo),SAME,Bột bắp và bột ngô là một,"6663,19306"
425,nạc xay,nạc heo,lean pork,2,Chả cá thác lác hấp bầu | Bánh tráng cuộn thịt chiên giòn,SAME,Thịt nạc xay thường là nạc heo,"6942,17295"
427,Giò sống,giò,pork sausage,2,Canh Mọc Nấm Hương | Chả Cua (Bún Bò Huế),SAME,Giò sống là một loại giò,"7716,13779"
429,Rau cải chíp,cải thìa,bok choy,2,Phở xào bò,SAME,Cải chíp và cải thìa là một,"7770,64397"
431,t bằm,Thịt băm,Minced pork,2,Chả nấm kim châm chiên cay | Đậu hũ chiên sốt me sả,SAME,T bằm (thịt bằm) là thịt băm,"7813,59197"
432,rau húng lủi,rau thơm,herbs,2,"Thịt Luộc Cà Pháo Mắm Nêm | Gỏi CHÂN GÀ, CÀ PHÁO với TÔM chua",SAME,Húng lủi là một loại rau thơm,"7872,11138"
434,Nước sốt mè rang,sốt,sauce,2,Salad tôm - đậu gà | Salad khế rau củ,SAME,Nước sốt mè rang là một loại sốt,"8043,23632"
436,củ cải khô,củ cải,radish,2,Cá ngừ kho củ cải khô | Canh Củ Cải Khô Nấu Xương Heo,SAME,Củ cải khô làm từ củ cải,"8165,12389"
439,Dầu mè,dầu ăn,Vegetable Oil,2,Cá bạc má kho mía | Nui xào bò,SAME,Dầu mè là một loại dầu ăn,"8344,9012"
440,củ Cà rốt,bã củ cà rốt,carrot pulp,2,Thịt Má Đùi Gà Nấu Táo Đỏ Pate | Chả Lụa Cuộn Rau Củ,SAME,Củ cà rốt là nguyên liệu gốc của bã cà rốt,"8356,14171"
441,hoa lơ trắng,bông cải trắng,cauliflower,2,Canh Sườn Heo Hoa Lơ Trắng | SP.0804 - Thăn Heo Xào Hoa Lơ Trắng,SAME,Hoa lơ trắng và bông cải trắng là một,"8655,24338"
442,t,ớt,chili pepper,2,Cá Tắc Kè nướng mọi | Sụn Heo Kho Sả Ớt,SAME,t (viết tắt) thường là ớt trong gia vị,"8808,9773"
444,củ sắn,củ đậu,jicama,2,Bánh xèo nhân tôm củ sắn | Củ sắn xào tôm,SAME,Củ sắn (miền Nam) là củ đậu (miền Bắc),"8977,20825"
447,ngò,rau ngò rí,coriander leaves,2,"Đậu Bắp, Nấm Đông Cô Áp Chảo | Bánh canh cá nục nướng Đà Nẵng",SAME,Ngò thường dùng chỉ rau ngò rí,"9036,37434"
448,Củ sắn,củ đậu,jicama,2,SP.0995 - Bò Bía Mặn | Bò pía đơn giản tại nhà,SAME,Củ sắn (Nam) và củ đậu (Bắc) là một,"9048,20708"
449,Tương đen,sốt,sauce,2,SP.0995 - Bò Bía Mặn | Bò pía đơn giản tại nhà,SAME,Tương đen là một loại sốt chấm,"9083,20721"
450,ậu khuôn,đậu hũ,tofu,2,Nấm Đùi Gà Nhồi Chay | Đậu bóp rau răm,SAME,Đậu khuôn là tên gọi khác của đậu hũ,"9146,15635"
454,dầu mè,dầu ăn,Vegetable Oil,2,Đậu cuốn nấm kim châm chay | SP.0946 - Bò Xào Đậu Đũa Teriyaki,SAME,Dầu mè là một loại dầu ăn,"10199,11763"
455,bí đỏ hồ lô,bí hồ lô,bottle gourd,2,Cháo bí đỏ tôm nõn | Canh bí đỏ thịt viên,SAME,Bí đỏ hồ lô chính là bí hồ lô,"10254,14538"
456,da heo quay,heo quay,roast pork,2,Da HEO quay xào dưa cải chua | Dưa chua trộn da heo quay,SAME,Da heo quay là một phần của heo quay,"10316,20793"
457,Nước đá lạnh,nước,water,2,Tôm chiên xù kiểu Nhật (Ebi Furai) | Tôm Sốt Trái Thơm Mayonaise,SAME,Nước đá lạnh thành phần chính là nước,"10332,33314"
458,cá điêu hồng,cá diêu hồng,tilapia,2,Canh cải rổ cá điêu hồng | Cá điêu hồng rang lá lốt,SAME,Cách viết khác của cá diêu hồng,"10347,11821"
460,Nhân tôm thịt,thịt xay,meat filling,2,"Há Cảo Nhân Tôm Thịt | Bánh Ướt Trứng Nhân Tôm Thịt (Bột pha sẵn, bột tự pha và tráng bằng chảo)",SAME,Nhân tôm thịt chứa thịt xay,"10461,10534"
